,CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AveMonthSpend,Age,dummy,log_Age,log_YearlyIncome,log_AveMonthSpend
4895,16050,Reginald,Moreno,6498 Pasa Del Rio,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0160,1957-03-11,Partial College,Manual,M,M,1,0,0,1,14919,0,60,63,1.0,4.143134726391533,9.610390847382849,4.0943445622221
4896,16051,Leonard,Xu,"964, rue des Grands Champs",Lille,Nord,France,59000,1 (11) 500 555-0184,1956-09-18,Bachelors ,Clerical,M,M,1,0,0,1,39439,0,64,64,1.0,4.1588830833596715,10.582510453425556,4.1588830833596715
4904,16052,Danny,Gutierrez,"758, avenue du Québec",Paris,Seine (Paris),France,75003,1 (11) 500 555-0123,1956-11-06,Bachelors ,Clerical,M,M,1,0,0,1,42936,0,71,64,1.0,4.1588830833596715,10.667465913856665,4.2626798770413155
4905,16053,Frederick,Perez,4485 Laurel,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0113,1956-06-18,Bachelors ,Clerical,M,M,1,0,0,1,43684,0,67,64,1.0,4.1588830833596715,10.684737181317619,4.204692619390966
4906,16054,Hector,Ortega,3601 Stinson,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0172,1956-06-19,Bachelors ,Clerical,M,S,1,0,0,1,29351,0,64,64,1.0,4.1588830833596715,10.287081896226075,4.1588830833596715
4907,16055,Ryan,Lee,Heiderplatz 772,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0126,1955-12-19,Partial College,Manual,M,M,1,0,0,2,13563,0,63,65,1.0,4.174387269895637,9.515100775962715,4.143134726391533
4908,16056,Alison,Shan,"66, rue du Départ",Morangis,Essonne,France,91420,1 (11) 500 555-0111,1955-09-21,Partial College,Manual,F,M,1,1,0,2,22116,0,42,65,1.0,4.174387269895637,10.004056607457823,3.7376696182833684
4909,16057,Michele,Gomez,Zur Lindung 787,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0133,1955-12-14,Partial College,Manual,F,M,1,1,0,2,19819,0,43,65,1.0,4.174387269895637,9.894396352524348,3.7612001156935624
4910,16058,Margaret,Zhang,4616 Cordova Way,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0112,1954-06-04,Partial College,Manual,F,M,1,1,0,2,14278,0,46,66,1.0,4.189654742026425,9.566475170062406,3.828641396489095
4918,17832,Cameron,Sharma,Unter Linden 54,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0158,1962-12-11,Partial College,Clerical,M,M,1,1,0,1,61999,1,75,58,1.0,4.060443010546419,11.034873534864897,4.31748811353631
4919,16060,Antonio,Griffin,8550 Placer Dr.,West Covina,California,United States,91791,718-555-0137,1970-10-27,Bachelors ,Skilled Manual,M,M,1,0,1,1,58037,0,82,50,1.0,3.912023005428146,10.968836017171531,4.406719247264253
4920,16061,Miguel,Butler,7696 Ready Road,Concord,California,United States,94519,293-555-0151,1970-07-06,Bachelors ,Skilled Manual,M,M,1,0,1,1,64525,0,87,50,1.0,3.912023005428146,11.074808024586815,4.465908118654584
4921,16062,Katherine,Johnson,9430 La Vista Avenue,Tacoma,Washington,United States,98403,445-555-0150,1970-06-09,Bachelors ,Skilled Manual,F,M,1,1,1,1,54882,1,56,50,1.0,3.912023005428146,10.91294070488442,4.02535169073515
4922,16063,Francisco,Kapoor,7567 Blackwood Drive,Berkeley,California,United States,94704,765-555-0128,1970-07-16,Bachelors ,Skilled Manual,M,M,1,1,1,1,51740,1,86,50,1.0,3.912023005428146,10.85398645574002,4.454347296253507
4923,16064,Isabella,Griffin,7086 C Wharton Way,Santa Cruz,California,United States,95062,994-555-0112,1969-03-01,Bachelors ,Skilled Manual,F,M,1,1,1,1,65473,0,59,51,1.0,3.9318256327243257,11.089393122899446,4.07753744390572
4924,16065,Makayla,Torres,9595 Zion Avenue,National City,California,United States,91950,707-555-0112,1969-07-21,Bachelors ,Skilled Manual,F,S,1,0,2,2,53473,1,59,51,1.0,3.9318256327243257,10.886932132596673,4.07753744390572
4925,16066,Alex,Ramirez,347 San Simeon Dr.,Long Beach,California,United States,90802,402-555-0173,1969-07-23,Bachelors ,Skilled Manual,M,M,1,0,2,2,59568,0,102,51,1.0,3.9318256327243257,10.994873796112499,4.624972813284271
4926,16070,Sierra,Phillips,9075 Ingersoll Terrace,National City,California,United States,91950,702-555-0155,1969-12-22,Graduate Degree,Professional,F,S,1,0,0,1,90849,0,51,51,1.0,3.9318256327243257,11.416954066609087,3.9318256327243257
4927,16071,Taylor,Rodriguez,5877 Providence Dr.,Haney,British Columbia,Canada,V2W 1W2,205-555-0111,1971-01-10,Graduate Degree,Professional,F,M,1,0,0,1,90631,0,52,49,1.0,3.8918202981106265,11.414551596861948,3.9512437185814275
4928,16072,Caleb,Evans,6864 Oakleaf Ct.,Beaverton,Oregon,United States,97005,729-555-0171,1971-10-12,Graduate Degree,Professional,M,M,1,0,0,1,126381,0,94,49,1.0,3.8918202981106265,11.747056432940548,4.543294782270004
4929,16073,Miranda,Bryant,790 South St,Kirkland,Washington,United States,98033,486-555-0195,1971-12-12,Graduate Degree,Professional,F,S,1,0,0,1,93036,0,47,49,1.0,3.8918202981106265,11.440741794006959,3.8501476017100584
4930,16074,Caleb,Roberts,1903 Vista Place,Puyallup,Washington,United States,98371,384-555-0173,1971-11-12,Graduate Degree,Professional,M,M,1,0,0,1,116667,1,86,49,1.0,3.8918202981106265,11.667079001936262,4.454347296253507
4931,16075,Alexis,Johnson,4898 Hillview Dr.,Walla Walla,Washington,United States,99362,192-555-0131,1971-07-26,Graduate Degree,Professional,F,S,1,0,0,1,99698,0,48,49,1.0,3.8918202981106265,11.50990089556818,3.871201010907891
4932,16076,Catherine,Rogers,9201 Lexington Rd.,Yakima,Washington,United States,98901,190-555-0182,1971-06-16,Graduate Degree,Professional,F,M,1,0,0,1,104688,0,54,49,1.0,3.8918202981106265,11.55873977710952,3.9889840465642745
4933,16077,Stephanie,Rogers,648 Los Angeles,Burbank,California,United States,91502,236-555-0147,1971-06-01,Graduate Degree,Professional,F,M,1,0,0,2,90213,0,52,49,1.0,3.8918202981106265,11.40992881983434,3.9512437185814275
4934,16078,Nicole,James,9177 Concord Royale,Grossmont,California,United States,91941,509-555-0114,1971-09-06,Graduate Degree,Professional,F,M,1,0,0,3,90760,0,55,49,1.0,3.8918202981106265,11.415973938893778,4.007333185232471
4935,16080,Oscar,Patterson,3691 Macalvey Drive,Long Beach,California,United States,90802,115-555-0140,1968-08-01,High School,Skilled Manual,M,S,1,3,4,4,53121,1,116,52,1.0,3.9512437185814275,10.880327609274326,4.7535901911063645
4936,16081,Arturo,Cai,1349 Palm Ave.,Bellflower,California,United States,90706,784-555-0163,1968-03-21,Bachelors ,Skilled Manual,M,M,1,1,2,2,95431,1,109,52,1.0,3.9512437185814275,11.466158752241443,4.6913478822291435
4937,16082,Autumn,Zeng,3884 Beauty Street,Bellingham,Washington,United States,98225,716-555-0157,1968-05-22,Bachelors ,Skilled Manual,F,S,0,1,2,2,82866,1,67,52,1.0,3.9512437185814275,11.324980124305984,4.204692619390966
4938,16083,Mindy,Raje,6191 Story Lane,Burnaby,British Columbia,Canada,V3J 6Z3,403-555-0147,1967-07-03,High School,Skilled Manual,F,M,1,1,5,5,37966,1,80,53,1.0,3.970291913552122,10.544446301350487,4.382026634673881
4939,16084,Allison,Wright,4463 Temple Court,Lake Oswego,Oregon,United States,97034,567-555-0119,1967-11-17,Bachelors ,Professional,F,S,0,1,0,0,58773,0,42,53,1.0,3.970291913552122,10.981437844756142,3.7376696182833684
4940,16085,Trevor,Gonzales,3085 Curtis Drive,Haney,British Columbia,Canada,V2W 1W2,678-555-0197,1970-01-10,Graduate Degree,Professional,M,M,1,0,0,1,114281,0,88,50,1.0,3.912023005428146,11.646415606743947,4.477336814478207
4941,16086,Charles,Watson,4487 San Miguel Court,Bellflower,California,United States,90706,939-555-0158,1970-05-11,Graduate Degree,Professional,M,M,1,0,0,4,111298,0,80,50,1.0,3.912023005428146,11.619966567650252,4.382026634673881
4942,16087,Micah,Chen,1343 Granola Dr.,Berkeley,California,United States,94704,442-555-0172,1970-06-13,Graduate Degree,Professional,M,S,1,0,0,4,115049,0,81,50,1.0,3.912023005428146,11.65311340355264,4.394449154672439
4943,16088,Bryce,Sanders,1870 Blue Ridge Dr.,Beaverton,Oregon,United States,97005,449-555-0174,1967-07-10,Bachelors ,Professional,M,S,0,1,0,0,66974,1,68,53,1.0,3.970291913552122,11.11205976335696,4.219507705176107
4944,16089,Lucas,Brooks,1200 Rosemarie Pl,Royal Oak,British Columbia,Canada,V8X,352-555-0117,1967-08-03,Bachelors ,Skilled Manual,M,M,1,1,2,2,73841,1,107,53,1.0,3.970291913552122,11.209669411880263,4.672828834461906
4952,23445,Andy,Carlson,Attaché de Presse,Roncq,Nord,France,59223,1 (11) 500 555-0155,1974-11-08,Partial College,Clerical,M,S,1,1,0,0,45564,0,70,46,1.0,3.828641396489095,10.726873210019802,4.248495242049359
4953,16091,Alyssa,Lewis,1490 Marina Hill Pkwy.,Downey,California,United States,90241,128-555-0183,1967-04-25,Bachelors ,Skilled Manual,F,S,0,1,2,2,49196,0,59,53,1.0,3.970291913552122,10.803567598362301,4.07753744390572
4954,16092,Jessica,Bryant,8037 Fruitwood St.,Everett,Washington,United States,98201,319-555-0171,1966-01-02,Graduate Degree,Professional,F,M,1,0,0,0,99064,0,56,54,1.0,3.9889840465642745,11.503521384894935,4.02535169073515
4955,16094,Kayla,Brown,3230 Buchanan Rd.,Santa Cruz,California,United States,95062,265-555-0129,1966-11-12,Graduate Degree,Professional,F,S,1,0,0,0,82693,1,53,54,1.0,3.9889840465642745,11.32289023414034,3.970291913552122
4956,16095,Marcus,Garcia,137 Mazatlan,El Cajon,California,United States,92020,582-555-0192,1966-02-11,Graduate Degree,Professional,M,M,1,0,0,4,115182,0,88,54,1.0,3.9889840465642745,11.654268765035624,4.477336814478207
4957,16097,Jessica,Stewart,8084 Sunnyvale Avenue,Cliffside,British Columbia,Canada,V8Y 1L1,608-555-0126,1969-11-05,Graduate Degree,Professional,F,S,1,0,0,2,97165,1,45,51,1.0,3.9318256327243257,11.484165843298804,3.8066624897703196
4958,16098,Jasmine,Diaz,7427 Terra Catalina,Victoria,British Columbia,Canada,V8V,253-555-0162,1969-09-06,Graduate Degree,Professional,F,M,1,0,0,5,84179,0,55,51,1.0,3.9318256327243257,11.340700762947753,4.007333185232471
4959,16099,Julian,Jenkins,3513 Dorset Way,Seattle,Washington,United States,98104,444-555-0124,1969-08-09,Graduate Degree,Professional,M,M,1,2,5,5,123932,1,163,51,1.0,3.9318256327243257,11.727488307071201,5.093750200806762
4960,16100,Jose,Johnson,9077 Windsor Drive,Colma,California,United States,94014,681-555-0175,1969-04-03,Graduate Degree,Professional,M,S,1,3,5,5,114793,1,151,51,1.0,3.9318256327243257,11.650885785398758,5.017279836814924
4961,16101,Mary,Lopez,4641 Brown St.,Fremont,California,United States,94536,416-555-0152,1969-09-19,Graduate Degree,Professional,F,M,1,0,0,2,121366,0,60,51,1.0,3.9318256327243257,11.706566052483899,4.0943445622221
4962,16102,Marcus,Alexander,212 Pheasant Circle,Colma,California,United States,94014,905-555-0127,1965-08-14,Bachelors ,Professional,M,S,0,1,0,0,89384,1,75,55,1.0,4.007333185232471,11.400696974227174,4.31748811353631
4963,16103,Haley,Hill,5200 Woodchuck Pl.,Royal Oak,British Columbia,Canada,V8X,547-555-0187,1965-10-11,Bachelors ,Skilled Manual,F,S,1,1,3,3,104988,1,76,55,1.0,4.007333185232471,11.561601336894265,4.330733340286331
4964,16105,Kristy,Diaz,7503 Hill Drive,Beaverton,Oregon,United States,97005,124-555-0148,1965-02-04,Bachelors ,Skilled Manual,F,S,1,3,3,3,108852,1,78,55,1.0,4.007333185232471,11.597744440402945,4.356708826689592
4965,16106,Ian,Barnes,5339 Longview Road,Royal Oak,British Columbia,Canada,V8X,734-555-0118,1965-03-21,Graduate Degree,Professional,M,M,1,1,0,0,110756,1,89,55,1.0,4.007333185232471,11.615084862512147,4.48863636973214
4966,16107,Jordan,Edwards,8982 Ricardo Drive,Walla Walla,Washington,United States,99362,189-555-0154,1964-04-20,Bachelors ,Skilled Manual,F,S,1,2,4,4,48895,0,76,56,1.0,4.02535169073515,10.797430420746375,4.330733340286331
4967,16108,Bryce,Howard,6632 Johnson Road,Edmonds,Washington,United States,98020,383-555-0134,1964-06-24,Bachelors ,Skilled Manual,M,S,0,2,2,4,100251,1,100,56,1.0,4.02535169073515,11.515432320181409,4.605170185988092
4968,16110,Brandon,Long,5338 Moccasin Ct,Victoria,British Columbia,Canada,V8V,407-555-0119,1964-07-01,Bachelors ,Skilled Manual,M,M,1,2,2,4,83686,1,104,56,1.0,4.02535169073515,11.334826978449145,4.6443908991413725
4969,16111,Allison,Green,1465 Dover Drive,Lake Oswego,Oregon,United States,97034,512-555-0126,1963-08-09,Bachelors ,Skilled Manual,F,S,1,2,2,4,80721,1,66,57,1.0,4.04305126783455,11.298754043454222,4.189654742026425
4970,16113,Roger,Lal,3478 Glenwood Dr,Burlingame,California,United States,94010,300-555-0158,1963-02-13,Bachelors ,Professional,M,S,0,2,2,4,102493,1,103,57,1.0,4.04305126783455,11.537549782545621,4.634728988229636
4971,16114,Gavin,Ross,142 Mt. Trinity Court,Glendale,California,United States,91203,626-555-0177,1963-03-14,Bachelors ,Professional,M,M,1,2,2,4,102035,1,115,57,1.0,4.04305126783455,11.533071170663186,4.74493212836325
4972,16115,Jennifer,Diaz,2099 San Jose,Mill Valley,California,United States,94941,117-555-0118,1968-06-13,Bachelors ,Professional,F,S,0,1,0,0,99074,0,51,52,1.0,3.9512437185814275,11.503622324644084,3.9318256327243257
4973,16116,Begoña,Hurtado,3945 Cedar St.,National City,California,United States,91950,233-555-0116,1968-06-06,Bachelors ,Professional,M,S,1,1,0,0,98381,0,76,52,1.0,3.9512437185814275,11.496602974965286,4.330733340286331
4974,16117,Brad,Lal,4255 Willow Pass Dr,Bellingham,Washington,United States,98225,463-555-0111,1962-11-02,High School,Skilled Manual,M,M,1,2,3,4,54745,0,106,58,1.0,4.060443010546419,10.910441319307525,4.663439094112067
4975,16118,James,Wright,8478 Eastgate Ave.,Oakland,California,United States,94611,726-555-0143,1962-09-03,Bachelors ,Professional,M,M,0,1,0,1,91546,0,79,58,1.0,4.060443010546419,11.424596857176535,4.3694478524670215
4976,16119,Hailey,Watson,9658 Guadalupe Dr.,Corvallis,Oregon,United States,97330,333-555-0115,1961-09-12,High School,Skilled Manual,F,M,1,2,3,4,44786,1,68,59,1.0,4.07753744390572,10.709650869564777,4.219507705176107
4977,16120,Bryce,Ramirez,387 Glenside Court,Daly City,California,United States,94015,765-555-0164,1961-04-14,High School,Skilled Manual,M,M,1,3,3,4,59476,1,115,59,1.0,4.07753744390572,10.993328148817113,4.74493212836325
4978,16121,Kaitlyn,Ross,8391 Olivera,Metchosin,British Columbia,Canada,V9,683-555-0152,1961-05-04,High School,Skilled Manual,F,M,0,2,2,4,42307,1,65,59,1.0,4.07753744390572,10.652707835976868,4.174387269895637
4979,16122,Jason,Phillips,2369 Whitehaven Dr.,Beverly Hills,California,United States,90210,808-555-0157,1961-12-16,High School,Skilled Manual,M,M,1,2,2,4,51580,0,100,59,1.0,4.07753744390572,10.850889279435336,4.605170185988092
4980,16124,Eduardo,Murphy,3032 Smoking Tree Court,Oak Bay,British Columbia,Canada,V8P,595-555-0145,1961-11-03,High School,Skilled Manual,M,M,1,2,2,4,44219,1,97,59,1.0,4.07753744390572,10.696909839954014,4.574710978503383
4981,16125,Victoria,Watson,6780 Ware Ct.,Port Hammond,British Columbia,Canada,V6B 3P7,796-555-0146,1961-03-06,Partial College,Skilled Manual,F,M,1,1,0,1,71072,0,43,59,1.0,4.07753744390572,11.171448726694154,3.7612001156935624
4982,16126,Faith,Kelly,879 Panoramic Ave,Novato,California,United States,94947,170-555-0175,1961-07-17,Partial College,Skilled Manual,F,M,1,1,0,1,51879,0,54,59,1.0,4.07753744390572,10.856669362994031,3.9889840465642745
4983,16127,Amanda,Edwards,8041 Erie Dr.,Burlingame,California,United States,94010,600-555-0173,1961-03-17,Partial College,Skilled Manual,F,M,1,1,0,1,76001,0,53,59,1.0,4.07753744390572,11.23850177707664,3.970291913552122
4984,16128,Destiny,Ward,3935 Hawkins Street,Langford,British Columbia,Canada,V9,141-555-0193,1961-06-24,Partial College,Skilled Manual,F,M,1,1,0,1,79113,0,56,59,1.0,4.07753744390572,11.278632489177351,4.02535169073515
4985,16130,Mike,Seamans,4678 Cardinal Dr.,Beverly Hills,California,United States,90210,210-555-0100,1960-12-24,Bachelors ,Professional,F,S,0,1,0,0,38034,0,40,60,1.0,4.0943445622221,10.546235775512221,3.6888794541139363
4986,16131,Albert,Romero,45 Linton Terr.,Burbank,California,United States,91502,444-555-0178,1960-05-14,Bachelors ,Professional,M,S,0,1,0,0,73505,1,73,60,1.0,4.0943445622221,11.205108710098067,4.290459441148391
4987,16132,Sierra,Nelson,"12, avenue Foch",Royal Oak,British Columbia,Canada,V8X,183-555-0117,1960-12-03,Partial College,Skilled Manual,F,M,1,1,0,1,63133,0,49,60,1.0,4.0943445622221,11.052998891221021,3.8918202981106265
4988,16134,Roy,Hernandez,9363 Vista Bonita,Beaverton,Oregon,United States,97005,878-555-0124,1967-06-06,Partial College,Skilled Manual,M,S,0,1,0,0,50776,1,66,53,1.0,3.970291913552122,10.835179080986306,4.189654742026425
4989,16135,Chelsea,Raman,9 Serrana Ct.,Beaverton,Oregon,United States,97005,773-555-0130,1967-07-01,Partial College,Skilled Manual,F,S,0,1,0,0,36149,0,42,53,1.0,3.970291913552122,10.495404564687007,3.7376696182833684
4990,16136,George,Srini,6214 Piedra Dr.,Bremerton,Washington,United States,98312,241-555-0183,1967-06-04,Partial College,Skilled Manual,M,S,0,1,0,0,53483,0,68,53,1.0,3.970291913552122,10.887119125379296,4.219507705176107
4991,16137,Timothy,King,3774 Napa Court,Olympia,Washington,United States,98501,939-555-0124,1967-03-15,Partial College,Skilled Manual,M,S,1,1,0,0,58114,0,71,53,1.0,3.970291913552122,10.970161877668298,4.2626798770413155
4992,16138,David,Butler,620 Trasher Road,Downey,California,United States,90241,236-555-0154,1967-02-09,Graduate Degree,Professional,M,S,0,1,0,0,114907,0,82,53,1.0,3.970291913552122,11.651878384522485,4.406719247264253
4993,16139,Jacqueline,Alexander,3181 Hacienda,West Covina,California,United States,91791,443-555-0198,1960-08-25,Partial College,Skilled Manual,F,M,1,1,0,1,56534,0,50,60,1.0,4.0943445622221,10.94259750605513,3.912023005428146
4994,16140,Seth,Harris,1487 Santa Fe,Oak Bay,British Columbia,Canada,V8P,778-555-0114,1960-04-04,Partial College,Skilled Manual,M,M,1,1,0,1,70193,0,76,60,1.0,4.0943445622221,11.159003869942307,4.330733340286331
4995,16141,Shelby,Ramirez,2236 Buena Vista Ave,Santa Monica,California,United States,90401,942-555-0151,1960-11-01,Partial College,Skilled Manual,F,M,1,1,0,1,81522,0,54,60,1.0,4.0943445622221,11.308628201452379,3.9889840465642745
4996,16143,Sara,Evans,7747 Bell Drive,Imperial Beach,California,United States,91932,646-555-0173,1959-03-19,Bachelors ,Professional,F,M,1,0,3,4,85217,1,75,61,1.0,4.110873864173311,11.352956223430272,4.31748811353631
4997,16145,Sydney,Anderson,38 First Ave.,Puyallup,Washington,United States,98371,203-555-0113,1959-10-25,Graduate Degree,Professional,F,S,1,3,5,5,87220,1,90,61,1.0,4.110873864173311,11.376188941396757,4.499809670330265
4998,16146,Jacquelyn,Saunders,1694 All Dr.,Bellingham,Washington,United States,98225,574-555-0154,1959-02-21,Graduate Degree,Professional,F,M,1,0,0,1,119739,0,55,61,1.0,4.110873864173311,11.693069653016375,4.007333185232471
4999,16147,Nathan,Griffin,1343 Apple Drive,Lemon Grove,California,United States,91945,712-555-0192,1958-11-24,Partial College,Skilled Manual,M,M,1,1,0,1,106872,0,83,62,1.0,4.127134385045092,11.579387135669649,4.418840607796598
5000,16148,Karen,Walker,4474 San Jose Dr.,Long Beach,California,United States,90802,461-555-0150,1958-03-26,Partial College,Skilled Manual,F,M,1,1,0,1,108180,0,58,62,1.0,4.127134385045092,11.591551785425418,4.060443010546419
5001,16149,Dalton,Perry,4401 Keller Ridge Dr.,Langley,British Columbia,Canada,V3A 4R2,192-555-0115,1958-03-01,Bachelors ,Professional,M,S,1,1,2,3,89251,1,95,62,1.0,4.127134385045092,11.399207904060908,4.553876891600541
5002,16150,Nicole,Thompson,6907 Mepham Dr.,La Jolla,California,United States,92806,820-555-0169,1958-02-13,Bachelors ,Professional,F,M,1,1,0,1,79458,1,55,62,1.0,4.127134385045092,11.282983859155019,4.007333185232471
5003,16151,Chloe,Sanchez,4786 Salvio St.,Yakima,Washington,United States,98901,782-555-0126,1958-01-03,Bachelors ,Professional,F,M,1,1,0,1,84422,0,53,62,1.0,4.127134385045092,11.343583310124329,3.970291913552122
5004,16152,Katherine,Evans,560 Nottingham Place,San Gabriel,California,United States,91776,465-555-0186,1958-11-16,Graduate Degree,Professional,F,M,1,0,4,5,84265,1,93,62,1.0,4.127134385045092,11.34172187391012,4.532599493153256
5005,16154,Jennifer,Scott,5682 Leslie Avenue,San Francisco,California,United States,94109,128-555-0198,1958-12-06,Bachelors ,Professional,F,M,1,2,4,5,86392,1,85,62,1.0,4.127134385045092,11.366650357912595,4.442651256490317
5006,16155,Joan,Jenkins,2719 Court Lane,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0114,1969-04-10,Graduate Degree,Management,F,M,1,1,4,4,113884,1,91,51,1.0,3.9318256327243257,11.642935665467775,4.51085950651685
5007,16156,Javier,Hernandez,5046 Queens Road,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0137,1969-09-11,Graduate Degree,Management,M,M,1,0,0,1,146210,0,91,51,1.0,3.9318256327243257,11.892799223411483,4.51085950651685
5008,16157,Cindy,Raman,7947 Stillman Court,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0182,1969-04-27,Graduate Degree,Management,F,M,0,0,0,1,116236,0,56,51,1.0,3.9318256327243257,11.663377886089789,4.02535169073515
5009,16158,Kathleen,Gomez,4769 Detroit Avenue,Perth,South Australia,Australia,6006,1 (11) 500 555-0157,1969-07-21,Graduate Degree,Management,F,M,1,0,0,1,118973,0,60,51,1.0,3.9318256327243257,11.686651855593762,4.0943445622221
5010,16159,Mindy,Goldberg,9152 St. Patricia,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0153,1969-06-21,Graduate Degree,Management,F,M,1,0,0,1,100374,1,55,51,1.0,3.9318256327243257,11.516658488559337,4.007333185232471
5011,16160,Erika,Hernandez,3752 Colorado Dr.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0124,1968-06-20,Bachelors ,Professional,F,M,1,1,2,2,72801,0,72,52,1.0,3.9512437185814275,11.195484970354173,4.276666119016055
5012,16161,Jodi,Deng,3570 Book Ct,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0117,1968-08-24,Bachelors ,Professional,F,M,1,1,2,2,82544,1,70,52,1.0,3.9512437185814275,11.32108676348443,4.248495242049359
5013,16163,Willie,Chande,4998 Clayburn Road,Geelong,Victoria,Australia,3220,1 (11) 500 555-0181,1967-12-15,Bachelors ,Professional,M,S,1,1,2,2,91950,1,101,53,1.0,3.970291913552122,11.429000230032468,4.61512051684126
5014,16164,Amy,Liang,5090 Pepperidge Way,Melton,Victoria,Australia,3337,1 (11) 500 555-0194,1967-02-02,Bachelors ,Professional,F,S,1,1,2,2,89819,0,66,53,1.0,3.970291913552122,11.405551813201885,4.189654742026425
5015,16165,Jenny,Liu,8225 Northridge Road,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0166,1967-02-03,Bachelors ,Professional,F,M,1,3,5,5,96634,1,98,53,1.0,3.970291913552122,11.478685925148506,4.584967478670572
5016,16166,April,Goel,7723 Sun View Terrace,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0121,1967-08-10,Bachelors ,Professional,F,M,1,3,5,5,87287,0,94,53,1.0,3.970291913552122,11.376956818940835,4.543294782270004
5017,16167,Devin,Moore,9162 Gem Court,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0110,1967-01-06,Bachelors ,Professional,M,M,1,3,5,5,105447,1,155,53,1.0,3.970291913552122,11.565963736000093,5.043425116919247
5018,16168,Kathryn,Ashe,8042 Dantley Way,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0198,1967-09-08,Bachelors ,Professional,F,M,1,4,5,5,89046,0,91,53,1.0,3.970291913552122,11.396908369123873,4.51085950651685
5019,16169,Dennis,Lin,6337 Hillsborough Dr,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0125,1967-03-17,Bachelors ,Professional,M,S,1,4,5,5,105587,1,145,53,1.0,3.970291913552122,11.56729053661552,4.976733742420574
5020,16170,Juan,Rubio,9481 Laguna Street,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0186,1966-09-08,Graduate Degree,Management,M,S,1,3,5,5,132639,1,154,54,1.0,3.9889840465642745,11.795386431136842,5.0369526024136295
5021,16171,Bruce,Ruiz,6774 Alier Drive,Seaford,Victoria,Australia,3198,1 (11) 500 555-0193,1966-04-06,Graduate Degree,Management,M,M,1,3,5,5,139911,1,167,54,1.0,3.9889840465642745,11.848761785153721,5.117993812416755
5022,16172,Janelle,Perez,7682 Palm Avenue,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0112,1966-10-11,Bachelors ,Professional,F,S,1,4,5,5,116873,1,98,54,1.0,3.9889840465642745,11.668843154145106,4.584967478670572
5023,16173,Cory,Rana,2034 Rose Dr.,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0151,1965-01-06,Bachelors ,Professional,M,M,1,1,2,2,100482,1,112,55,1.0,4.007333185232471,11.517733885962533,4.718498871295094
5024,16174,Melinda,Hernandez,1752 Atrice Lane,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0120,1965-03-24,Bachelors ,Professional,F,S,0,1,3,3,79009,1,71,55,1.0,4.007333185232471,11.27731704901094,4.2626798770413155
5025,16175,Tony,Shan,1657 Almond Avenue,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0139,1965-09-05,Bachelors ,Professional,M,S,0,1,3,3,111157,1,113,55,1.0,4.007333185232471,11.618698895367029,4.727387818712341
5026,16176,Michele,Torres,7583 Green Hill Rd,Geelong,Victoria,Australia,3220,1 (11) 500 555-0193,1968-08-19,Bachelors ,Professional,F,S,1,1,0,0,77339,0,48,52,1.0,3.9512437185814275,11.255953635157862,3.871201010907891
5027,16177,Bethany,Nath,5377 Pine Creek Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0173,1968-09-10,Bachelors ,Professional,F,S,0,1,0,0,76081,0,55,52,1.0,3.9512437185814275,11.239553841191775,4.007333185232471
5028,16178,Alfredo,Carlson,1318 Nottingham Pl.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,1968-11-16,Bachelors ,Professional,M,M,1,4,5,5,125584,1,162,52,1.0,3.9512437185814275,11.740730136366595,5.087596335232384
5029,16179,Jamie,Zhao,9761 Fox Way,Townsville,Queensland,Australia,4810,1 (11) 500 555-0177,1968-08-22,Bachelors ,Professional,F,S,1,4,5,5,109726,1,94,52,1.0,3.9512437185814275,11.605741628208229,4.543294782270004
